Registracijos numeris,Registracijos data,docReklaminės veiklos subjektas (užsakovas),docReklaminės veiklos subjekto (užsakovo) buveinės adresas,docReklamos apmokestinamas plotas,docReklamos komisijos posėdžio data,docReklamos komisijos posėdžio protokolo Nr.,docReklamos leidimas galioja iki (data),docReklamos plotas (kv. m),docReklamos tipas,docReklamos turinys,docReklamos vykdytojas,docReklamos įrengimo adresas (gatvė),docReklamos įrengimo adresas (namo Nr.),docReklamos įrengimo adresas(seniūnija),docPastabos
A635-517(2.3.2.1-TR3),4/21/2010,,,,,,,,Ant skydo,MAXIMA,JCDecaux,Laisvės,.,Karoliniškių,
A635-518(2.3.2.1-TR3),4/21/2010,,,,,,,,Ant skydo,SAMSUNG,JCDecaux,Gedimino,35,Naujamiesčio,
A635-520(2.3.2.1-TR3),4/21/2010,,,,,,,,Ant pastato fasado,LAIMĖS TILTAS,JCDecaux,Stulginskio,9-Jul,Naujamiesčio,
A635-522(2.3.2.1-TR3),4/21/2010,,,,,,,,Ant skydo,RIMI,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-528(2.3.2.1-TR3),4/21/2010,,,,,,,,Ant pastato fasado,ŠVAROS DESANTAS,"UAB ""LT Advert""",Ukmergės,202A,Šeškinės,
A635-530(2.3.2.1-TR3),4/21/2010,,,,,,,,Ant pastato fasado,AVALYNĖS TAISYKLA,"UAB ""Multiplex""",Jakšto,14,Naujamiesčio,
A635-498(2.3.2.1-TR3),4/21/2010,,,,,,,,"Ant stotelės vitrinų, kolonų",NOKIA,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-514(2.3.2.1-TR3),4/21/2010,,,,,,,,Ant stotelės vitrinų,NAUDOKIS NEMOKAMU INTERNETU,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-504(2.3.2.1-TR3),4/21/2010,,,,,,,,Ant plakato,DANSKE BANKAS,"UAB ""Baltijos vaizdinė reklama""",Geležinio Vilko / Ukmergės,.,Verkių,
A635-497(2.3.2.1-TR3),4/21/2010,,,,,,,,"Ant kolonos, skydo",STAMBUS LAIMIKIS,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-534(2.3.2.1-TR3),4/22/2010,,,,,,,,IVR ant pastato fasado,KIRPYKLA,SIGUTĖ BARZDŽIUKIENĖ,Ateities,10,Verkių,"Išduoti leidimą iškabai su sąlyga, kad iš dalies bus pakeista fono spalva, derinant ją prie pastato fasado"
A635-535(2.3.2.1-TR3),4/22/2010,,,,,,,,IVR ant pastato fasado,"ČEBUREKAI, KEBABAI",Petro Navicko PĮ,Kalvarijų,174A,Šnipiškių,
A635-533(2.3.2.1-TR3),4/22/2010,,,,,,,,IVR ant pastato fasado,ĮRANKIAI PARDUOTUVĖ UAB „DRELITA“,"UAB ""Drelita""",Vytenio,44,Naujininkų,Išduoti leidimą plokštuminei ir konsolinei iškabai
A635-536(2.3.2.1-TR3),4/22/2010,,,,,,,,IVR ant pastato fasado,ODONTOLOGIJOS KABINETAS,"UAB ""ALIDENTA""",Šiaurės,37,Naujoji Vilnia,
A635-537(2.3.2.1-TR3),4/22/2010,,,,,,,,IVR ant pastato fasado,WWW.OZOPADANGOS.LT,Marius Zdanovičius,Kernavės,84,Šnipiškių,
A635-538(2.3.2.1-TR3),4/22/2010,,,,,,,,IVR ant pastato fasado,„ECOIL“ PLOVYKLA „ECO PAR“,"UAB ""LIT INVEST""",Ukmergės,130,ŽVĖRYNO,
A635-550(2.3.2.1-TR3),4/23/2010,,,,,,,,Ant stotelės vitrinų,RED BULL,JCDecaux,Ozo,.,Šeškinės,
A635-555(2.3.2.1-TR3),4/23/2010,,,,,,,,Ant plakato,PRISMA,"UAB ""Baltijos vaizdinė reklama""",Ozo / Gelvonų,.,Šeškinės,
A635-559(2.3.2.1-TR3),4/23/2010,,,,,,,,Ant autobuso,RIEŠĖS TURGUS,"UAB ""INV""",Įvairios gatvės,.,Įvairios seniūnijos,
A635-539(2.3.2.1-TR3),4/23/2010,,,,,,,,IVR ant pastato fasado,NORI PARDUOTI AUTOMOBILĮ? WWW.ALIO.LT NEMOKAMŲ SKELBIMŲ SVETAINĖ,"UAB ""Alio""",Savanorių,16,Vilkpėdės,
A635-540(2.3.2.1-TR3),4/23/2010,,,,,,,,IVR ant pastato fasado,NORI PARDUOTI AUTOMOBILĮ? WWW.ALIO.LT NEMOKAMŲ SKELBIMŲ SVETAINĖ,"UAB ""Alio""",Geležinio Vilko,37A,Naujamiesčio,
A635-561(2.3.2.1-TR3),4/23/2010,,,,,,,,IVR ant pastato fasado,GĖLĖS,JOLANTA DOROTA ROŽAN,Dzūkų,6,Naujininkų,
A635-562(2.3.2.1-TR3),4/23/2010,,,,,,,,ANT STOTELĖS VITRINOS,ATEITININKIJAI - 100,JCDecaux,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-563(2.3.2.1-TR3),4/23/2010,,,,,,,,Ant skydo,MAXIMA,JCDecaux,Laisvės,.,Karoliniškių,
A635-554(2.3.2.1-TR3),4/23/2010,,,,,,,,Ant skydo,BALTIC CLIPPER,JCDecaux,F. Vaitkaus,.,Naujininkų,
A635-543(2.3.2.1-TR3),4/23/2010,,,,,,,,"Ant stotelės vitrinų, kolonų",BOHEMIEČ|IŲ SVAJONĖ,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-544(2.3.2.1-TR3),4/23/2010,,,,,,,,Ant stotelės vitrinų,MEZON,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-546(2.3.2.1-TR3),4/23/2010,,,,,,,,Ant skydo,PRISMA,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-549(2.3.2.1-TR3),4/23/2010,,,,,,,,Ant stotelės vitrinų,RUSIJOS TEATRO FESTIVALIS,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-542(2.3.2.1-TR3),4/23/2010,,,,,,,,IVR ant pastato fasado,NEMOKAMŲ SKELBIMŲ SVETAINĖ WWW.ALIO.LT,"UAB ""Alio""",Justiniškių,14,Justiniškių,
A635-545(2.3.2.1-TR3),4/23/2010,,,,,,,,Ant stotelės vitrinų,SUGRĮŽIMAI,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-547(2.3.2.1-TR3),4/23/2010,,,,,,,,"Ant stotelės vitrinų, kolonų",BE2GETHER 2010,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-558(2.3.2.1-TR3),4/23/2010,,,,,,,,Ant viaduko,PERSIJOS PRINCAS,"UAB ""ETN Baltic""",Narbuto / Ukmergės,.,Šnipiškių,
A635-560(2.3.2.1-TR3),4/23/2010,,,,,,,,IVR ant pastato fasado,TELEDEMA,"UAB ,,ZOOM OUT""",J. Jasinskio,1,Naujamiesčio,
A635-553(2.3.2.1-TR3),4/23/2010,,,,,,,,"Ant stotelės vitrinų, skydo",RIMI,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-541(2.3.2.1-TR3),4/23/2010,,,,,,,,IVR ant pastato fasado,NEMOKAMŲ SKELBIMŲ SVETAINĖ WWW.ALIO.LT,"UAB ""Alio""",Žirmūnų,54,Žirmūnų,
A635-552(2.3.2.1-TR3),4/23/2010,,,,,,,,Ant skydo,ŠVAROS BROLIAI,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-548(2.3.2.1-TR3),4/23/2010,,,,,,,,"Ant stotelės vitrinų, kolonų",PARODA,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-551(2.3.2.1-TR3),4/23/2010,,,,,,,,Ant skydo,UNICREDIT BANK,JCDecaux,Savanorių,.,Vilkpėdės,
A635-556(2.3.2.1-TR3),4/23/2010,,,,,,,,Ant stendo,BALSAS.LT,"UAB ""LT Advert""",Ozo,12,Verkių,
A635-557(2.3.2.1-TR3),4/23/2010,,,,,,,,Ant pastato fasado,SOLISUN,"UAB ""LT Advert""",Kalvarijų,204,Šnipiškių,
A635-567(2.3.2.1-TR3),4/27/2010,,,,,,,,IVR ant pastato fasado,GINTARINĖ VAISTINĖ,"UAB ""Vizualiniai projektai""",P. Baublio,2,Verkių,Išduoti leidimą reklamai virš įėjimo durų
A635-566(2.3.2.1-TR3),4/27/2010,,,,,,,,IVR ant pastato fasado,GINTARINĖ VAISTINĖ,"UAB ""Vizualiniai projektai""",Laisvės,82,Pašilaičių,
A635-568(2.3.2.1-TR3),4/27/2010,,,,,,,,Ant reklaminio inžinerinio statinio,„LT ADVERT“ DIDŽIAUSIOS REKLAMOS GALIMYBĖS,"UAB „LT ADVERT""",Nemenčinės,5,Antakalnio,
A635-564(2.3.2.1-TR3),4/27/2010,,,,,,,,IVR ant pastato fasado,„SAKURA“  JAPONŲ VIRTUVĖ,"UAB DAROM AS""",J. Basanavičiaus,37,Naujininkų,
A635-565(2.3.2.1-TR3),4/27/2010,,,,,,,,IVR ant pastato fasado,„EGZOTIKA“ PADANGŲ PREKYBOS CENTRAS,Lipeikio įmonė „Egzotika“,J. KUBILIAUS,18,Žirmūnų,
A635-571(2.3.2.1-TR3),4/28/2010,,,,,,,,Ant stotelės vitrinų,TELE2,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-576(2.3.2.1-TR3),4/28/2010,,,,,,,,Ant stendų,PILDYK TELE2,"UAB ""Clear Channel Lietuva""",Įvairios gatvės,.,Įvairios seniūnijos,
A635-572(2.3.2.1-TR3),4/28/2010,,,,,,,,Ant stotelės vitrinų,C-GATES,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-577(2.3.2.1-TR3),4/28/2010,,,,,,,,Ant stendų,A&V RŪBŲ KOLEKCIJA,"UAB ""Clear Channel Lietuva""",Įvairios gatvės,.,Įvairios seniūnijos,
A635-578(2.3.2.1-TR3),4/28/2010,,,,,,,,Ant reklaminio inžinerinio statinio,PRIVATIZUOJAMI OBJEKTAI,Turto valdymo ir privatizavimo skyrius,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-570(2.3.2.1-TR3),4/28/2010,,,,,,,,Ant skydo,SORPO,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-580(2.3.2.1-TR3),4/28/2010,,,,,,,,IVR ant pastato fasado,BRAVO ALCO,"UAB „Darija""",Papilėnų,14,Pilaitė,
A635-582(2.3.2.1-TR3),4/28/2010,,,,,,,,IVR ant pastato fasado,„DRABUŽIAI IŠ EUROPOS“,ILONA BLINOVA,Kalvarijų / Lvovo,18 / 19,Šnipiškių,"Išduoti leidimą iškabai su sąlyga, kad bus sumažinta darbo laiko lentelės dydis ir fono spalva suvienodinta su įėjimo durų spalva"
A635-579(2.3.2.1-TR3),4/28/2010,,,,,,,,IVR ant pastato fasado,„GEPARD“ NEKILNOJAMOJO TURTO KOMPANIJA,"UAB ""RCD ROOM CONCEPT DESIGN""",Maironio,13,Senamiesčio,
A635-581(2.3.2.1-TR3),4/28/2010,,,,,,,,IVR ant pastato fasado,GĖLĖS,ALICIJA LANIAUSKIENĖ,Laisvės,.,Karoliniškių,
A635-569(2.3.2.1-TR3),4/28/2010,,,,,,,,"Ant stotelės vitrinų, kolonų",DANSEMA,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-573(2.3.2.1-TR3),4/28/2010,,,,,,,,"Ant stotelės vitrinų, kolonų",BE2GETHER,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-574(2.3.2.1-TR3),4/28/2010,,,,,,,,Ant stotelės vitrinų,TEO,JCDecaux,Islandijos / Vilniaus,.,Senamiesčio,
A635-575(2.3.2.1-TR3),4/28/2010,,,,,,,,Ant troleibuso,ENDEMIK,"UAB "" Ž.W.K. transportas""",Įvairios gatvės,.,Įvairios seniūnijos,
A635-586(2.3.2.1-TR3),4/29/2010,,,,,,,,Ant stotelės vitrinų,ISM,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-588(2.3.2.1-TR3),4/29/2010,,,,,,,,Ant plakato,TOYOTA,"UAB ""Baltijos vaizdinė reklama""",S. Dariaus ir S. Girėno,.,Naujininkų,
A635-590(2.3.2.1-TR3),4/29/2010,,,,,,,,"Ant stotelės vitrinų, kolonų",MEILĖ IR TAIKA,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-585(2.3.2.1-TR3),4/29/2010,,,,,,,,Ant stotelės vitrinų,RIGHT GUARD,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-584(2.3.2.1-TR3),4/29/2010,,,,,,,,Ant skydų,RIMI,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-589(2.3.2.1-TR3),4/29/2010,,,,,,,,Ant stotelės vitrinų,RED BULL,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-587(2.3.2.1-TR3),4/29/2010,,,,,,,,Ant plakato,PANORAMA,"UAB ""Baltijos vaizdinė reklama""",Įvairios gatvės,.,Įvairios seniūnijos,
A635-591(2.3.2.1-TR3),4/29/2010,,,,,,,,"Ant stotelės vitrinų, kolonų",LIETUVA - BALTIJOS ŠIRDIS,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-592(2.3.2.1-TR3),4/29/2010,,,,,,,,Ant transparantų,KILIMAI ŽVĖRYNE,"UAB ""Dalila ir partneriai""",Įvairios gatvės,.,Įvairios seniūnijos,
A635-583(2.3.2.1-TR3),4/29/2010,,,,,,,,Ant stotelės vitrinų,TEO,JCDecaux,Islandijos / Vilniaus,.,Senamiesčio,
A635-599(2.3.2.1-TR3),5/3/2010,,,,,,,,Ant viaduko,TOYOTA,"UAB ""ETN Baltic""",Ozo / Ukmergės,.,Šeškinės,
A635-593(2.3.2.1-TR3),5/3/2010,,,,,,,,Ant stotelės vitrinų,IDIOTAS,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-595(2.3.2.1-TR3),5/3/2010,,,,,,,,Ant stotelės vitrinų,ACCEPT,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-597(2.3.2.1-TR3),5/3/2010,,,,,,,,Ant stotelės vitrinų,MAXIMA,JCDecaux,Laisvės,.,Karoliniškių,
A635-598(2.3.2.1-TR3),5/3/2010,,,,,,,,Ant skydų,PRISMA,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-600(2.3.2.1-TR3),5/3/2010,,,,,,,,Ant viaduko,ŠREKAS,"UAB ""ETN Baltic""",Ozo / Ukmergės,.,Šeškinės,
A635-596(2.3.2.1-TR3),5/3/2010,,,,,,,,Ant kolonų,MEILĖ IR TAIKA,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-594(2.3.2.1-TR3),5/3/2010,,,,,,,,Ant stotelės vitrinų,EUROPOS DIENA,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-610(2.3.2.1-TR3),5/4/2010,,,,,,,,IVR ant pastato fasado,EXPERTDOOR,UAB „Isveta ir Ko“,Kauno,34,Naujamiesčio,
A635-609(2.3.2.1-TR3),5/4/2010,,,,,,,,IVR ant pastato fasado,KIRPYKLA,"UAB ""DAMERTA""",Šeškinės,6,Šeškinės,
A635-612(2.3.2.1-TR3),5/4/2010,,,,,,,,IVR ant pastato fasado,GINTARINĖ VAISTINĖ,"UAB ""Vizualiniai projektai""",Šeškinės,32,Šeškinės,
A635-613(2.3.2.1-TR3),5/4/2010,,,,,,,,IVR ant pastato fasado,„VITI“ PAŠILAIČIŲ DVYNIAI „DNB NORD“,UAB „Galley Group“,Justiniškių,144D,Pašilaičių,
A635-603(2.3.2.1-TR3),5/4/2010,,,,,,,,Ant skydo,DANIJA,JCDecaux,Konstitucijos,.,Šnipiškių,
A635-615(2.3.2.1-TR3),5/4/2010,,,,,,,,IVR ant pastato fasado,ĮDARYTOS BULVĖS,MARTA ALEŠIŪNAITĖ,Antakalnio,15,Antakalnio,
A635-602(2.3.2.1-TR3),5/4/2010,,,,,,,,Ant stotelės vitrinų,TAPK ANIMACIJOS MAGISTRU,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-601(2.3.2.1-TR3),5/4/2010,,,,,,,,Ant kolonų,MEILĖ IR TAIKA,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-607(2.3.2.1-TR3),5/4/2010,,,,,,,,IVR ant pastato fasado,UŽUPIO GĖLĖS IR SUVENYRAI,"UAB ""Multiplex""",Užupio,16,Senamiesčio,
A635-608(2.3.2.1-TR3),5/4/2010,,,,,,,,IVR ant pastato fasado,RESTORANAS „BELGAI“,"UAB ""SM7",Pylimo / Rūdninkų,46 / 15,Senamiesčio,
A635-611(2.3.2.1-TR3),5/4/2010,,,,,,,,IVR ant pastato fasado,ODONTOLOGIJOS KLINIKA,"UAB ""JUVIDENTA""",Pavilnionių,35,Pašilaičių,
A635-614(2.3.2.1-TR3),5/4/2010,,,,,,,,IVR ant pastato fasado,"KINŲ MASAŽAS, GROŽIO PROCEDŪROS, MANIKIŪRAS","UAB ""EGVIJA",Gedimino,48,Naujamiesčio,
A635-604(2.3.2.1-TR3),5/4/2010,,,,,,,,Ant stotelės vitrinų,ŠVYTURYS,JCDecaux,Įvairios gatvės,.,Įvairios seniūnijos,
A635-605(2.3.2.1-TR3),5/4/2010,,,,,,,,Ant skydo,DANIJA,JCDecaux,Ukmergės,.,Šeškinės,
A635-606(2.3.2.1-TR3),5/4/2010,,,,,,,,IVR ant pastato fasado,MARGA KRAUTUVĖLĖ,"UAB ""NINE GROUP""",Pylimo / Ligoninės,Jan-38,Senamiesčio,
A635-616(2.3.2.1-TR3),5/5/2010,,,,,,,,Ant stendų,OMNITEL,"UAB ""Clear Channel Lietuva""",Įvairios gatvės,.,Įvairios seniūnijos,
A635-618(2.3.2.1-TR3),5/5/2010,,,,,,,,IVR ant pastato fasado,SKUBIOJI DRABUŽIŲ TAISYKLA,VIKTOR ROMANOVSKIJ,Kalvarijų,27,Šnipiškių,
A635-621(2.3.2.1-TR3),5/5/2010,,,,,,,,IVR ant pastato fasado,„GAUSA“ PARDUOTUVIŲ TINKLAS. PIGŪS DRABUŽIAI,"UAB ""TARELA""",Laisvės,82,Pašilaičių,
A635-620(2.3.2.1-TR3),5/5/2010,,,,,,,,IVR ant pastato fasado,AKIŲ KLINIKA „NOVOYE ZRENIYE“,"UAB ""REKLAMOS KLASĖS GRUPĖ""",Savičiaus,3,Senamiesčio,
A635-624(2.3.2.1-TR3),5/5/2010,,,,,,,,IVR ant pastato fasado,ŠEŠKINĖS ŪKININKŲ IR VERSLININKŲ TURGUS,"ŽŪB ""AGROPLANTA""",Gelvonų,72,Šeškinės,
A635-617(2.3.2.1-TR3),5/5/2010,,,,,,,,IVR ant pastato fasado,VYNINĖ „SAVAS KAMPAS“,AUDRONIS VYDŽIUS,Vokiečių,4,Senamiesčio,
A635-619(2.3.2.1-TR3),5/5/2010,,,,,,,,IVR ant pastato fasado,GINTARINĖ VAISTINĖ,"UAB ""Vizualiniai projektai""",Dainavos,6,Naujininkų,
A635-622(2.3.2.1-TR3),5/5/2010,,,,,,,,Lipni juosta su logotipais ant langų stiklų,DnB NORD,UAB``NESTANDA``,J. Basanavičiaus,26,Naujamiesčio,
A635-623(2.3.2.1-TR3),5/5/2010,,,,,,,,IVR ant pastato fasado,„BRANDEVINO“ RESTORANAS,UAB``NESTANDA``,Žalgirio,88,Šnipiškių,
A635-625(2.3.2.1-TR3),5/6/2010,,,,,,,,Ant skydų,EKSKURSIJOS PO VILNIŲ,"UAB ""Imbela""",Įvairios gatvės,.,Senamiesčio,
A635-626(2.3.2.1-TR3),5/7/2010,,,,,,,,IVR ant pastato fasado,"AVALYNĖS TAISYMAS, RAKTŲ GAMYBA",UAB „Efektyvi reklama“,Erfurto,29,Lazdynų,
A635-627(2.3.2.1-TR3),5/10/2010,,,,,,,,IVR ant pastato fasado,OPTIKA. OPTIKOS SALONAS,"UAB ""KONTAKTINIŲ LĘŠIŲ CENTRAS""",Žėručio,5,Lazdynų,
A635-630(2.3.2.1-TR3),5/10/2010,,,,,,,,IVR ant pastato fasado,PULL AND BEAR,APRANGA LT,Ozo,25,Šeškinės,
A635-628(2.3.2.1-TR3),5/10/2010,,,,,,,,Ant markizių,FIORENTINO,"UAB ""Altomondas""",Universiteto,4,Senamiesčio,
A635-629(2.3.2.1-TR3),5/10/2010,,,,,,,,IVR ant pastato fasado,RESTORANAS TRES MEXICANOS,"UAB ""GRUPO AZTECA""",Tilto,2,Senamiesčio,
A635-631(2.3.2.1-TR3),5/10/2010,,,,,,,,IVR ant pastato fasado,„S.OLIVER“ „MEXX“ „CITY“ „MANGO“ „APRANGOS GALERIJA“,APB „Apranga“,Ozo,25,Šeškinės,
A635-632(2.3.2.1-TR3),5/10/2010,,,,,,,,IVR ant pastato fasado,STRADIVARIUS,APRANGA,Ozo,25,Šeškinės,
A635-633(2.3.2.1-TR3),5/10/2010,,,,,,,,IVR ant pastato fasado,BERSHKA,APRANGA LT,Ozo,25,Šeškinės,
A635-637(2.3.2.1-TR3),5/11/2010,,,,,,,,Ant vėliavų,DSV; GE; KRONE,"UAB ""DSV Transport""",Stasylų,21,Panerių,
A635-635(2.3.2.1-TR3),5/11/2010,,,,,,,,IVR ant pastato fasado,„PZU LIETUVA“ DRAUDIMO PASLAUGOS,UAB``NESTANDA`` ir partneriai,Laisvės,123,Pašilaičių,
A635-634(2.3.2.1-TR3),5/11/2010,,,,,,,,IVR ant pastato fasado,METOIL,"UAB ,,DIZAINO FABRIKAS""",Vytauto,7-Aug,ŽVĖRYNO,
A635-636(2.3.2.1-TR3),5/11/2010,,,,,,,,IVR ant pastato fasado,"VESTUVINIŲ ŽIEDŲ SALONAS „ŽIEDŲ VALDOVAI“, VESTUVINIAI ŽIEDAI, SUŽADĖTUVIŲ ŽIEDAI, LOMBARDAS","UAB ""VESMA""",Kęstučio,54,ŽVĖRYNO,
A635-638(2.3.2.1-TR3),5/12/2010,,,,,,,,Ant stendo,LT ADVERT,"UAB „LT ADVERT""",Saulėtekio / Nemenčinės,5-Jan,Antakalnio,
A635-639(2.3.2.1-TR3),5/12/2010,,,,,,,,IVR ant pastato fasado,NAVASAN,"UAB ""VIZUALAS""",Rygos,1,Justiniškių,
A635-640(2.3.2.1-TR3),5/12/2010,,,,,,,,IVR ant pastato fasado,"KONDICIONIERIŲ PILDYMAS, REMONTAS IR ALIUMINIO SUVIRINIMAS. AUTOMOBILIŲ VEIDRODĖLIAI, ŠILDYMO ELEMENTAI",Ilja Uljanovas,Ozo,6,Verkių,
A635-641(2.3.2.1-TR3),5/13/2010,,,,,,,,IVR ant pastato fasado,„UAB „SPEKAS“ IR KO ITALŲ DIZAINO NAMAI,"UAB ""SPEKAS"" IR KO",Konstitucijos,15-May,Šnipiškių,
A635-642(2.3.2.1-TR3),5/17/2010,,,,,,,,IVR ant pastato fasado,„ORFIS“ STATYBINĖS MEDŽIAGOS,"UAB ""ODRI""",J. Dobkevičiaus,10,Naujininkų,Išduoti leidimą iškabai virš įėjimo durų
A635-646(2.3.2.1-TR3),5/17/2010,,,,,,,,IVR ant pastato fasado,MOBILIEJI TELEFONAI. TAISOME. PARDUODAME IR PERKAME,"UAB ""ROMTELA""",Švitrigailos,7,Naujamiesčio,"Išduoti leidimą iškabai su sąlyga, kad iškabos fono spalva bus pakoreguota pagal pastato fasado spalvą"
A635-650(2.3.2.1-TR3),5/17/2010,,,,,,,,IVR ant pastato fasado,„BORŠČ“ UKRAINIETIŠKI VALGIAI,"IĮ ""STUDIJA A4""",Algirdo,5,Naujamiesčio,"Išduoti leidimą iškabai su sąlyga, kad pastato fasado rekonstrukcija bus derinama nustatyta tvarka"
A635-651(2.3.2.1-TR3),5/17/2010,,,,,,,,IVR ant pastato fasado,„TRATTORIA DI RAVELLO“ RESTORANAS PICERIJA,"UAB ""LEDO KAVINĖ""",Pilies,20,Senamiesčio,
A635-647(2.3.2.1-TR3),5/17/2010,,,,,,,,IVR ant pastato fasado,MUZIKOS BOMBA,"UAB ""ŽVK""",A. Goštauto,3,Naujininkų,Išduoti leidimą iškabai virš įėjimo durų
A635-643(2.3.2.1-TR3),5/17/2010,,,,,,,,IVR ant pastato fasado,EURO VAISTINĖ,"UAB ,,DIZAINO FABRIKAS""",Priegliaus,1,Pilaitė,"Išduoti leidimą plokštuminei iškabai, atsisakant trikampės konsolės įrengimo"
A635-648(2.3.2.1-TR3),5/17/2010,,,,,,,,IVR ant pastato fasado,"„ŽALIOJI KRAUTUVĖLĖ“ LIETUVIŠKI NATŪRALŪS IR EKOLOGIŠKI PRODUKTAI, ARBATINĖ, SULČIŲ BARAS","UAB ""HERAJA""",J. Jasinskio / A. Rotundo,2-May,Naujamiesčio,"Išduoti leidimą iškabai virš įėjimo durų ir konsolinei iškabai su sąlyga, kad informacija apie parduodamas prekes ir teikiamas paslaugas bus perkelta ant įėjimo durų stiklo iš vidinės pusės."
A635-644(2.3.2.1-TR3),5/17/2010,,,,,,,,IVR ant pastato fasado,NVAISTINĖ,"UAB ""Vizualiniai projektai""",Molėtų,47,Vilkpėdės,
A635-649(2.3.2.1-TR3),5/17/2010,,,,,,,,IVR ant pastato fasado,AUTOSERVISAS RATŲ MONTAVIMAS,EGIDIJUS VIŽINIS,Žalgirio,119,Šnipiškių,
A635-645(2.3.2.1-TR3),5/17/2010,,,,,,,,IVR ant pastato fasado,DANIJA,UAB ULTRAMARINAS,Verkių,29,Žirmūnų,
A635-652(2.3.2.1-TR3),5/18/2010,,,,,,,,IVR ant pastato fasado,VOKIEČIŲ VAISTINĖ,"UAB ""Gintarinė vaistinė""",Didžioji,13,Senamiesčio,
A635-655(2.3.2.1-TR3),5/18/2010,,,,,,,,IVR ant pastato fasado,NVAISTINĖ,UAB Norfos vaistinė,Kalvarijų,206,Vilkpėdės,
A635-654(2.3.2.1-TR3),5/18/2010,,,,,,,,IVR ant pastato fasado,NVAISTINĖ,UAB Norfos vaistinė,Savanorių,176,Vilkpėdės,
A635-653(2.3.2.1-TR3),5/18/2010,,,,,,,,IVR ant pastato fasado,GINTARINĖ VAISTINĖ,"UAB ""Gintarinė vaistinė""",Parko,34,Naujoji Vilnia,
A635-656(2.3.2.1-TR3),5/18/2010,,,,,,,,Ant reklaminio statinio,UAB RASMITAS,UAB „RASMITAS“,J. Tiškevičiaus,26,Panerių,". Išduoti leidimą reklamai ant vienpusio reklaminio statinio (2,925 kv. m. bendro ploto)"
A635-659(2.3.2.1-TR3),5/24/2010,,,,,,,,Ant stendo,MYLI-EIK Į KINĄ,Clear Channel Lietuva,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-657(2.3.2.1-TR3),5/24/2010,,,,,,,,Ant troleibuso,PUKIS,"UAB ""Ž. W. K. TRANSPORTAS""",ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-660(2.3.2.1-TR3),5/24/2010,,,,,,,,Ant reklaminio inžinerinio statinio,KITAS KAMPAS,Clear Channel Lietuva,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-658(2.3.2.1-TR3),5/24/2010,,,,,,,,Ant reklaminio statinio,ADRENALINAS,"UAB ""Clear Clannel Lietuva""",ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
A635-661(2.3.2.1-TR3),5/24/2010,,,,,,,,Ant reklaminio inžinerinio statinio,KAUPK. IŠLEISK,Clear Channel Lietuva,ĮVAIRIOS GATVĖS,.,ĮVAIRIOS SENIŪNIJOS,
